	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EMX6|A0A0P0EMX6_AZOBR	DsbA family oxidoreductase	217	20	6.36542E-156	87.87	3	F:GO:0015035; F:GO:0016853; P:GO:0055114	F:protein disulfide oxidoreductase activity; F:isomerase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EZT3|A0A0P0EZT3_AZOBR	1-aminocyclopropane-1-carboxylate deaminase	384	20	0.0	95.08	3	F:GO:0008483; P:GO:0009058; F:GO:0030170	F:transaminase activity; P:biosynthetic process; F:pyridoxal phosphate binding					
true	[NO-BLAST]	tr|A0A0P0FEU0|A0A0P0FEU0_AZOBR	---NA---	307											
true	[NO-BLAST]	tr|A0A0P0EEB9|A0A0P0EEB9_AZOBR	---NA---	621											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EEI6|A0A0P0EEI6_AZOBR	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	412	20	0.0	94.28	5	F:GO:0004042; F:GO:0004358; C:GO:0005737; P:GO:0006526; F:GO:0103045	F:acetyl-CoA:L-glutamate N-acetyltransferase activity; F:glutamate N-acetyltransferase activity; C:cytoplasm; P:arginine biosynthetic process; F:methione N-acyltransferase activity	EC:2.3.1.1; EC:2.3.1.5; EC:2.3.1.35	Amino-acid N-acetyltransferase; Arylamine N-acetyltransferase; Glutamate N-acetyltransferase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I934|A0A0N7I934_AZOBR	FLAD_RHIMERecName: Full=Flagellin D	414	20	2.04472E-51	57.48	4	F:GO:0005198; C:GO:0005576; C:GO:0009420; P:GO:0071973	F:structural molecule activity; C:extracellular region; C:bacterial-type flagellum filament; P:bacterial-type flagellum-dependent cell motility					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ED27|A0A0P0ED27_AZOBR	GntR family transcriptional regulator	231	20	1.72038E-167	71.98	3	F:GO:0003677; F:GO:0003700; P:GO:0006355	F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FAJ5|A0A0P0FAJ5_AZOBR	branched-chain amino acid ABC transporter permease	290	20	0.0	96.9	4	C:GO:0005886; C:GO:0016021; F:GO:0022857; P:GO:0055085	C:plasma membrane; C:integral component of membrane; F:transmembrane transporter activity; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F7L7|A0A0P0F7L7_AZOBR	CYB_RICFERecName: Full=Cytochrome b	422	20	3.41334E-180	68.79	6	C:GO:0005886; P:GO:0006122; F:GO:0008121; C:GO:0016021; C:GO:0045275; F:GO:0046872	C:plasma membrane; P:mitochondrial electron transport, ubiquinol to cytochrome c; F:ubiquinol-cytochrome-c reductase activity; C:integral component of membrane; C:respiratory chain complex III; F:metal ion binding	EC:1.10.2; EC:1.10.2.2	Acting on diphenols and related substances as donors; Quinol--cytochrome-c reductase			
true	[NO-BLAST]	tr|A0A0P0FD33|A0A0P0FD33_AZOBR	---NA---	304											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F4L6|A0A0P0F4L6_AZOBR	POTB_SALTIRecName: Full=Spermidine/putrescine transport system permease protein PotB	296	20	1.76089E-40	49.91	5	F:GO:0015595; P:GO:0015847; C:GO:0016021; C:GO:0044459; P:GO:1903711	F:ATPase-coupled spermidine transmembrane transporter activity; P:putrescine transport; C:integral component of membrane; C:obsolete plasma membrane part; P:spermidine transmembrane transport	EC:3.6.1.3; EC:3.6.3.31; EC:3.6.1.15	Adenosinetriphosphatase; Polyamine-transporting ATPase; Nucleoside-triphosphate phosphatase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EWV7|A0A0P0EWV7_AZOBR	MAUR_PARDERecName: Full=Mau operon transcriptional activator	286	20	5.47622E-22	48.49	1	P:GO:0044237	P:cellular metabolic process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F2U7|A0A0P0F2U7_AZOBR	glutamate-ammonia-ligase adenylyltransferase	1005	20	0.0	91.13	6	F:GO:0000287; P:GO:0000820; F:GO:0005524; F:GO:0008882; F:GO:0016874; F:GO:0047388	F:magnesium ion binding; P:regulation of glutamine family amino acid metabolic process; F:ATP binding; F:[glutamate-ammonia-ligase] adenylyltransferase activity; F:ligase activity; F:[glutamine synthetase]-adenylyl-L-tyrosine phosphorylase	EC:2.7.7.89; EC:2.7.7.42	[Glutamine synthetase]-adenylyl-L-tyrosine phosphorylase; [Glutamine synthetase] adenylyltransferase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EWT8|A0A0P0EWT8_AZOBR	LRP_RHIMERecName: Full=Leucine-responsive regulatory protein	184	16	4.34429E-46	57.33	9	F:GO:0000976; F:GO:0001216; F:GO:0001217; C:GO:0005829; P:GO:0009098; C:GO:0032993; F:GO:0042802; P:GO:0043201; P:GO:0045892	F:transcription regulatory region sequence-specific DNA binding; F:DNA-binding transcription activator activity; F:DNA-binding transcription repressor activity; C:cytosol; P:leucine biosynthetic process; C:protein-DNA complex; F:identical protein binding; P:response to leucine; P:negative regulation of transcription, DNA-templated					
true	[NO-BLAST]	tr|A0A0P0F7X2|A0A0P0F7X2_AZOBR	---NA---	325											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ED94|A0A0P0ED94_AZOBR	LYSR_ECOLIRecName: Full=Transcriptional activator protein LysR	318	20	3.49435E-52	46.98	5	P:GO:0006807; P:GO:0010468; P:GO:0044238; P:GO:0044249; P:GO:1901576	P:nitrogen compound metabolic process; P:regulation of gene expression; P:primary metabolic process; P:cellular biosynthetic process; P:organic substance biosynthetic process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0E9K7|A0A0P0E9K7_AZOBR	GCVA_ECO57RecName: Full=Glycine cleavage system transcriptional activator; AltName: Full=Gcv operon activator	306	20	9.5893E-45	47.77	12	F:GO:0003700; F:GO:0005488; P:GO:0009893; P:GO:0018130; P:GO:0019438; P:GO:0031326; P:GO:0044271; P:GO:0048522; P:GO:0051171; P:GO:0060255; P:GO:0080090; P:GO:1901362	F:DNA-binding transcription factor activity; F:binding; P:positive regulation of metabolic process; P:heterocycle biosynthetic process; P:aromatic compound biosynthetic process; P:regulation of cellular biosynthetic process; P:cellular nitrogen compound biosynthetic process; P:positive regulation of cellular process; P:regulation of nitrogen compound metabolic process; P:regulation of macromolecule metabolic process; P:regulation of primary metabolic process; P:organic cyclic compound biosynthetic process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ESX6|A0A0P0ESX6_AZOBR	Y1093_BRUSURecName: Full=Putative peptide transport system permease protein BRA1093/BS1330_II1085	300	20	7.152E-40	60.93	6	C:GO:0005887; F:GO:0015099; P:GO:0015833; F:GO:0016151; P:GO:0035444; C:GO:0043190	C:integral component of plasma membrane; F:nickel cation transmembrane transporter activity; P:peptide transport; F:nickel cation binding; P:nickel cation transmembrane transport; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EJL6|A0A0P0EJL6_AZOBR	YEJB_ECO57RecName: Full=Inner membrane ABC transporter permease protein YejB	369	20	2.20586E-147	52.12	3	C:GO:0005887; P:GO:0035672; P:GO:0042884	C:integral component of plasma membrane; P:oligopeptide transmembrane transport; P:microcin transport					
true	[NO-BLAST]	tr|A0A0P0FCK3|A0A0P0FCK3_AZOBR	---NA---	177											
true	[NO-BLAST]	tr|A0A0P0EMK2|A0A0P0EMK2_AZOBR	---NA---	368											
true	[NO-BLAST]	tr|A0A0P0FCH5|A0A0P0FCH5_AZOBR	---NA---	220											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F4R3|A0A0P0F4R3_AZOBR	YCKA_BACSURecName: Full=Probable amino-acid ABC transporter permease protein YckA	216	20	3.0387E-44	57.58	5	P:GO:0006791; F:GO:0015184; P:GO:0015811; C:GO:0016021; C:GO:0044459	P:sulfur utilization; F:L-cystine transmembrane transporter activity; P:L-cystine transport; C:integral component of membrane; C:obsolete plasma membrane part					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F3W9|A0A0P0F3W9_AZOBR	BRAD_PSEAERecName: Full=High-affinity branched-chain amino acid transport system permease protein BraD	295	3	9.29797E-12	50.79	10	C:GO:0005886; F:GO:0008324; F:GO:0015175; F:GO:0015179; F:GO:0015658; P:GO:0032328; F:GO:0042910; P:GO:0089718; P:GO:1902475; P:GO:1903714	C:plasma membrane; F:cation transmembrane transporter activity; F:neutral amino acid transmembrane transporter activity; F:L-amino acid transmembrane transporter activity; F:branched-chain amino acid transmembrane transporter activity; P:alanine transport; F:xenobiotic transmembrane transporter activity; P:amino acid import across plasma membrane; P:L-alpha-amino acid transmembrane transport; P:isoleucine transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F1V4|A0A0P0F1V4_AZOBR	SUGA_MYCTORecName: Full=Trehalose transport system permease protein SugA	291	20	3.45574E-40	56.11	7	F:GO:0005515; P:GO:0006974; F:GO:0015423; P:GO:0015768; P:GO:0042956; P:GO:0044117; C:GO:1990060	F:protein binding; P:cellular response to DNA damage stimulus; F:ATPase-coupled maltose transmembrane transporter activity; P:maltose transport; P:maltodextrin transport; P:growth of symbiont in host; C:maltose transport complex	EC:3.6.1.3; EC:3.6.3.19; EC:3.6.1.15; EC:3.6.3.18	Adenosinetriphosphatase; Maltose-transporting ATPase; Nucleoside-triphosphate phosphatase; Oligosaccharide-transporting ATPase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EUJ4|A0A0P0EUJ4_AZOBR	ABC transporter permease	221	20	2.34305E-149	95.55	3	C:GO:0005886; C:GO:0016021; P:GO:0055085	C:plasma membrane; C:integral component of membrane; P:transmembrane transport					
true	[NO-BLAST]	tr|A0A0P0EVT6|A0A0P0EVT6_AZOBR	---NA---	342											
true	[BLASTED, MAPPED]	tr|A0A0P0EEE5|A0A0P0EEE5_AZOBR	PLPHP_VIBALRecName: Full=Pyridoxal phosphate homeostasis protein; Short=PLP homeostasis protein	235	13	3.29489E-47	52.12	5	F:GO:0003674; C:GO:0005575; C:GO:0005829; P:GO:0008150; F:GO:0030170	F:molecular_function; C:cellular_component; C:cytosol; P:biological_process; F:pyridoxal phosphate binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F5X0|A0A0P0F5X0_AZOBR	FCD domain-containing protein	255	20	3.9006E-178	91.1	3	F:GO:0003677; F:GO:0003700; P:GO:0006355	F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ELF2|A0A0P0ELF2_AZOBR	GCVA_ECO57RecName: Full=Glycine cleavage system transcriptional activator; AltName: Full=Gcv operon activator	310	20	5.56944E-47	51.48	9	F:GO:0003700; P:GO:0006355; P:GO:0009411; C:GO:0032993; F:GO:0043565; P:GO:0045862; P:GO:0050714; P:GO:1900232; P:GO:1900378	F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated; P:response to UV; C:protein-DNA complex; F:sequence-specific DNA binding; P:positive regulation of proteolysis; P:positive regulation of protein secretion; P:negative regulation of single-species biofilm formation on inanimate substrate; P:positive regulation of secondary metabolite biosynthetic process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F3Z9|A0A0P0F3Z9_AZOBR	SLYA_ECOL6RecName: Full=Transcriptional regulator SlyA	158	20	1.6788E-14	48.05	2	F:GO:0003700; P:GO:0006355	F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I8M0|A0A0N7I8M0_AZOBR	PLP-dependent aminotransferase family protein	496	20	0.0	93.2	5	F:GO:0003677; F:GO:0003700; P:GO:0006355; F:GO:0008483; F:GO:0030170	F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated; F:transaminase activity; F:pyridoxal phosphate binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F5L4|A0A0P0F5L4_AZOBR	GntR family transcriptional regulator	239	20	3.95576E-170	86.21	3	F:GO:0003677; F:GO:0003700; P:GO:0006355	F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ERS4|A0A0P0ERS4_AZOBR	RBBA_ECOLIRecName: Full=Ribosome-associated ATPase; AltName: Full=Ribosomal bound ATPase	377	3	1.08165E-24	48.85	3	F:GO:0005488; C:GO:0005886; F:GO:0016787	F:binding; C:plasma membrane; F:hydrolase activity					
true	[NO-BLAST]	tr|A0A0N7I7S1|A0A0N7I7S1_AZOBR	---NA---	288											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ELH6|A0A0P0ELH6_AZOBR	multidrug efflux RND transporter permease subunit	1086	20	0.0	89.47	4	C:GO:0005886; P:GO:0006855; F:GO:0015562; C:GO:0016021	C:plasma membrane; P:drug transmembrane transport; F:efflux transmembrane transporter activity; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F7F5|A0A0P0F7F5_AZOBR	GntR family transcriptional regulator	274	20	0.0	86.12	3	F:GO:0003677; F:GO:0003700; P:GO:0006355	F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ELB8|A0A0P0ELB8_AZOBR	DeoR family transcriptional regulator	265	20	0.0	87.44	3	F:GO:0003677; F:GO:0003700; P:GO:0006355	F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0FF90|A0A0P0FF90_AZOBR	LIVH_SALTYRecName: Full=High-affinity branched-chain amino acid transport system permease protein LivH; AltName: Full=LIV-I protein H	290	3	3.07715E-21	53.1	10	C:GO:0005886; F:GO:0008324; F:GO:0015175; F:GO:0015179; F:GO:0015658; P:GO:0032328; F:GO:0042910; P:GO:0089718; P:GO:1902475; P:GO:1903714	C:plasma membrane; F:cation transmembrane transporter activity; F:neutral amino acid transmembrane transporter activity; F:L-amino acid transmembrane transporter activity; F:branched-chain amino acid transmembrane transporter activity; P:alanine transport; F:xenobiotic transmembrane transporter activity; P:amino acid import across plasma membrane; P:L-alpha-amino acid transmembrane transport; P:isoleucine transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I8T0|A0A0N7I8T0_AZOBR	BETS_RHIMLRecName: Full=Glycine betaine/proline betaine transporter BetS	662	20	3.16606E-132	58.71	7	C:GO:0005886; P:GO:0006970; P:GO:0009409; P:GO:0009987; F:GO:0015199; P:GO:0031460; F:GO:0042802	C:plasma membrane; P:response to osmotic stress; P:response to cold; P:cellular process; F:amino-acid betaine transmembrane transporter activity; P:glycine betaine transport; F:identical protein binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F721|A0A0P0F721_AZOBR	POTC_HAEINRecName: Full=Spermidine/putrescine transport system permease protein PotC	266	10	8.11755E-18	48.53	6	C:GO:0005886; P:GO:0015695; P:GO:0015696; P:GO:0015846; C:GO:0016021; P:GO:0055085	C:plasma membrane; P:organic cation transport; P:ammonium transport; P:polyamine transport; C:integral component of membrane; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EUR2|A0A0P0EUR2_AZOBR	branched-chain amino acid ABC transporter permease	443	20	0.0	89.07	4	C:GO:0005886; C:GO:0016021; F:GO:0022857; P:GO:0055085	C:plasma membrane; C:integral component of membrane; F:transmembrane transporter activity; P:transmembrane transport					
true	[NO-BLAST]	tr|A0A0P0EH27|A0A0P0EH27_AZOBR	---NA---	307											
true	[NO-BLAST]	tr|A0A0P0F1I1|A0A0P0F1I1_AZOBR	---NA---	1010											
true	[BLASTED, MAPPED]	tr|A0A0P0FDP7|A0A0P0FDP7_AZOBR	CZCR_BACAHRecName: Full=HTH-type transcriptional regulator CzcR	311	10	1.64218E-16	49.34	10	F:GO:0003677; F:GO:0003700; F:GO:0005515; C:GO:0005737; C:GO:0005829; P:GO:0006351; P:GO:0006355; P:GO:0006537; P:GO:0008652; F:GO:0043565	F:DNA binding; F:DNA-binding transcription factor activity; F:protein binding; C:cytoplasm; C:cytosol; P:transcription, DNA-templated; P:regulation of transcription, DNA-templated; P:glutamate biosynthetic process; P:cellular amino acid biosynthetic process; F:sequence-specific DNA binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EYB2|A0A0P0EYB2_AZOBR	GntR family transcriptional regulator	474	20	0.0	84.95	5	F:GO:0003677; F:GO:0003700; F:GO:0003824; P:GO:0006355; F:GO:0030170	F:DNA binding; F:DNA-binding transcription factor activity; F:catalytic activity; P:regulation of transcription, DNA-templated; F:pyridoxal phosphate binding					
true	[NO-BLAST]	tr|A0A0P0F658|A0A0P0F658_AZOBR	---NA---	495											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EWD2|A0A0P0EWD2_AZOBR	NODB_BRASPRecName: Full=Chitooligosaccharide deacetylase; AltName: Full=Nodulation protein B	442	20	5.23197E-32	51.25	3	F:GO:0005488; P:GO:0008152; F:GO:0016787	F:binding; P:metabolic process; F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F6M2|A0A0P0F6M2_AZOBR	SYY_MAGSARecName: Full=Tyrosine--tRNA ligase; AltName: Full=Tyrosyl-tRNA synthetase; Short=TyrRS	417	20	0.0	77.77	5	F:GO:0003723; F:GO:0004831; F:GO:0005524; C:GO:0005829; P:GO:0006437	F:RNA binding; F:tyrosine-tRNA ligase activity; F:ATP binding; C:cytosol; P:tyrosyl-tRNA aminoacylation	EC:6.1.1.1	Tyrosine--tRNA ligase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I8J8|A0A0N7I8J8_AZOBR	MOPA_RHOCARecName: Full=Molybdenum-pterin-binding protein MopA	263	9	1.91301E-76	58.27	2	C:GO:0005737; F:GO:0042802	C:cytoplasm; F:identical protein binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ENT7|A0A0P0ENT7_AZOBR	DGDR_BURCERecName: Full=HTH-type transcriptional regulator DgdR; AltName: Full=2,2-dialkylglycine decarboxylase repressor	291	20	3.31975E-35	50.77	2	P:GO:0006355; F:GO:0043565	P:regulation of transcription, DNA-templated; F:sequence-specific DNA binding					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EDJ4|A0A0P0EDJ4_AZOBR	GntR family transcriptional regulator	284	20	0.0	94.12	3	F:GO:0003677; F:GO:0003700; P:GO:0006355	F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0ETZ2|A0A0P0ETZ2_AZOBR	BRAD_PSEAERecName: Full=High-affinity branched-chain amino acid transport system permease protein BraD	534	3	1.52826E-15	53.34	10	C:GO:0005886; F:GO:0008324; F:GO:0015175; F:GO:0015179; F:GO:0015658; P:GO:0032328; F:GO:0042910; P:GO:0089718; P:GO:1902475; P:GO:1903714	C:plasma membrane; F:cation transmembrane transporter activity; F:neutral amino acid transmembrane transporter activity; F:L-amino acid transmembrane transporter activity; F:branched-chain amino acid transmembrane transporter activity; P:alanine transport; F:xenobiotic transmembrane transporter activity; P:amino acid import across plasma membrane; P:L-alpha-amino acid transmembrane transport; P:isoleucine transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EV85|A0A0P0EV85_AZOBR	ARTI_ECOLIRecName: Full=Putative ABC transporter arginine-binding protein 2; Flags: Precursor	245	19	7.22573E-25	47.81	3	P:GO:0006865; C:GO:0030313; C:GO:0042597	P:amino acid transport; C:cell envelope; C:periplasmic space					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I8Y6|A0A0N7I8Y6_AZOBR	DPPB_BACPERecName: Full=Dipeptide transport system permease protein DppB	312	20	4.30717E-63	60.25	4	C:GO:0005886; P:GO:0015833; C:GO:0016021; P:GO:0055085	C:plasma membrane; P:peptide transport; C:integral component of membrane; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I8Q7|A0A0N7I8Q7_AZOBR	NRTB_SYNE7RecName: Full=Nitrate transport permease protein NrtB	363	11	3.00523E-38	56.93	3	C:GO:0005886; P:GO:0006810; P:GO:0044237	C:plasma membrane; P:transport; P:cellular metabolic process					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0N7I7Z0|A0A0N7I7Z0_AZOBR	LIVM_SALTYRecName: Full=High-affinity branched-chain amino acid transport system permease protein LivM; AltName: Full=LIV-I protein M	379	7	2.60657E-7	49.68	3	P:GO:0006865; F:GO:0015171; C:GO:0016020	P:amino acid transport; F:amino acid transmembrane transporter activity; C:membrane					
true	[NO-BLAST]	tr|A0A0P0F410|A0A0P0F410_AZOBR	---NA---	305											
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0E781|A0A0P0E781_AZOBR	LysR family transcriptional regulator ArgP	294	20	0.0	87.82	3	F:GO:0003677; F:GO:0003700; P:GO:0006355	F:DNA binding; F:DNA-binding transcription factor activity; P:regulation of transcription, DNA-templated					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EP17|A0A0P0EP17_AZOBR	LIVH_SALTYRecName: Full=High-affinity branched-chain amino acid transport system permease protein LivH; AltName: Full=LIV-I protein H	304	3	6.07486E-12	46.07	9	P:GO:0003333; F:GO:0008324; F:GO:0015179; F:GO:0015658; P:GO:0015803; P:GO:0015804; P:GO:0015807; C:GO:0016020; P:GO:0098655	P:amino acid transmembrane transport; F:cation transmembrane transporter activity; F:L-amino acid transmembrane transporter activity; F:branched-chain amino acid transmembrane transporter activity; P:branched-chain amino acid transport; P:neutral amino acid transport; P:L-amino acid transport; C:membrane; P:cation transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0F6B3|A0A0P0F6B3_AZOBR	POTH_ECOLIRecName: Full=Putrescine transport system permease protein PotH	307	20	4.17255E-101	54.21	5	C:GO:0005887; F:GO:0015595; P:GO:0015847; C:GO:0043190; P:GO:1903711	C:integral component of plasma membrane; F:ATPase-coupled spermidine transmembrane transporter activity; P:putrescine transport; C:ATP-binding cassette (ABC) transporter complex; P:spermidine transmembrane transport	EC:3.6.1.3; EC:3.6.3.31; EC:3.6.1.15	Adenosinetriphosphatase; Polyamine-transporting ATPase; Nucleoside-triphosphate phosphatase			
true	[BLASTED, MAPPED, ANNOTATED]	tr|A0A0P0EJF4|A0A0P0EJF4_AZOBR	ADA_ECOLIRecName: Full=Bifunctional transcriptional activator/DNA repair enzyme Ada; AltName: Full=Regulatory protein of adaptive response; Includes: RecName: Full=Methylphosphotriester-DNA--protein-cysteine S-methyltransferase; AltName: Full=Methylphosphotriester-DNA methyltransferase; Includes: RecName: Full=Methylated-DNA--protein-cysteine methyltransferase; AltName: Full=O6-methylguanine-DNA alkyltransferase	300	13	1.84182E-34	57.78	5	F:GO:0003677; F:GO:0003908; F:GO:0005515; P:GO:0006307; P:GO:0006355	F:DNA binding; F:methylated-DNA-[protein]-cysteine S-methyltransferase activity; F:protein binding; P:DNA dealkylation involved in DNA repair; P:regulation of transcription, DNA-templated	EC:2.1.1.63	Methylated-DNA--[protein]-cysteine S-methyltransferase			
