#Accession	Name	No_orfs	Coverage	Abundance	Description
COG3509	LpqC	4	3.153846	0.000726	Poly(3-hydroxybutyrate) depolymerase
COG3515	COG3515	1	0.936416	0.000215	Predicted component of the type VI protein secretion system
COG3516	COG3516	1	0.994082	0.000229	Predicted component of the type VI protein secretion system
COG3517	COG3517	1	1	0.00023	Predicted component of the type VI protein secretion system
COG3518	COG3518	1	0.834394	0.000192	Predicted component of the type VI protein secretion system
COG3519	COG3519	1	0.996779	0.000229	Type VI protein secretion system component VasA
COG3520	COG3520	1	0.988059	0.000227	Predicted component of the type VI protein secretion system
COG3522	COG3522	1	0.872197	0.000201	Predicted component of the type VI protein secretion system
COG3523	IcmF	3	1.196127	0.000275	Type VI protein secretion system component VasK
COG3526	COG3526	1	0.787878	0.000181	Uncharacterized protein conserved in bacteria
COG3528	COG3528	1	0.972727	0.000224	Uncharacterized protein conserved in bacteria
COG3536	COG3536	1	0.966666	0.000222	Uncharacterized protein conserved in bacteria
COG3542	COG3542	1	0.932098	0.000214	Uncharacterized conserved protein
COG3544	COG3544	1	0.3	6.9e-05	Uncharacterized protein conserved in bacteria
COG3545	COG3545	1	0.955801	0.00022	Predicted esterase of the alpha/beta hydrolase fold
COG3546	COG3546	1	0.985559	0.000227	Mn-containing catalase
COG3547	COG3547	2	1.495049	0.000344	Transposase and inactivated derivatives
COG3551	COG3551	1	0.502487	0.000115	Uncharacterized protein conserved in bacteria
COG3552	CoxE	1	0.96962	0.000223	Protein containing von Willebrand factor type A (vWA) domain
COG3553	COG3553	1	0.96875	0.000223	Uncharacterized protein conserved in bacteria
COG3564	COG3564	1	0.965517	0.000222	Uncharacterized protein conserved in bacteria
COG3565	COG3565	2	1.942028	0.000447	Predicted dioxygenase of extradiol dioxygenase family
COG3568	ElsH	2	1.945945	0.000448	Metal-dependent hydrolase
COG3569	COG3569	1	0.872881	0.000201	Topoisomerase IB
COG3570	StrB	1	0.963503	0.000222	Streptomycin 6-kinase
COG3572	GshA	1	0.980263	0.000225	Gamma-glutamylcysteine synthetase
COG3576	COG3576	1	0.867052	0.000199	Predicted flavin-nucleotide-binding protein structurally related to pyridoxine 5'-phosphate oxidase
COG3585	MopI	2	1.927536	0.000444	Molybdopterin-binding protein
COG3591	COG3591	2	1.5498	0.000357	V8-like Glu-specific endopeptidase
COG3593	COG3593	1	0.77969	0.000179	Predicted ATP-dependent endonuclease of the OLD family
COG3594	NolL	1	0.813411	0.000187	Fucose 4-O-acetylase and related acetyltransferases
COG3597	COG3597	2	1.762589	0.000406	Uncharacterized protein/domain associated with GTPases
COG3598	RepA	1	0.572139	0.000131	RecA-family ATPase
COG3599	DivIVA	1	0.566037	0.00013	Cell division initiation protein
COG3603	COG3603	1	0.90625	0.000208	Uncharacterized conserved protein
COG3604	FhlA	1	0.961818	0.000221	Transcriptional regulator containing GAF, AAA-type ATPase, and DNA binding domains
COG3605	PtsP	1	0.984126	0.000226	Signal transduction protein containing GAF and PtsI domains
COG3607	COG3607	1	0.947368	0.000218	Predicted lactoylglutathione lyase
COG3608	COG3608	2	1.613293	0.000371	Predicted deacylase
COG3609	COG3609	1	0.41573	9.5e-05	Predicted transcriptional regulators containing the CopG/Arc/MetJ DNA-binding domain
COG3614	COG3614	3	2.715517	0.000625	Predicted periplasmic ligand-binding sensor domain
COG3619	COG3619	1	0.942477	0.000217	Predicted membrane protein
COG3621	COG3621	1	0.560913	0.000129	Patatin
COG3622	Hfi	2	1.980769	0.000456	Hydroxypyruvate isomerase
COG3629	DnrI	1	0.292857	6.7e-05	DNA-binding transcriptional activator of the SARP family
COG3631	COG3631	2	1.962406	0.000452	Ketosteroid isomerase-related protein
COG3634	AhpF	1	0.992307	0.000228	Alkyl hydroperoxide reductase, large subunit
COG3637	COG3637	1	0.984924	0.000227	Opacity protein and related surface antigens
COG3644	COG3644	1	0.938144	0.000216	Uncharacterized protein conserved in bacteria
COG3649	COG3649	1	0.85159	0.000196	CRISPR system related protein
COG3652	COG3652	2	1.894117	0.000436	Predicted outer membrane protein
COG3654	Doc	1	0.871212	0.0002	Prophage maintenance system killer protein
COG3658	COG3658	1	0.932291	0.000214	Cytochrome b
COG3660	COG3660	1	0.990881	0.000228	Predicted nucleoside-diphosphate-sugar epimerase
COG3663	Mug	1	0.905325	0.000208	G:T/U mismatch-specific DNA glycosylase
COG3666	COG3666	2	1.47826	0.00034	Transposase and inactivated derivatives
COG3673	COG3673	1	0.146572	3.3e-05	Uncharacterized conserved protein
COG3685	COG3685	3	2.934131	0.000676	Uncharacterized protein conserved in bacteria
COG3693	XynA	1	0.823188	0.000189	Beta-1,4-xylanase
COG3703	ChaC	1	0.905263	0.000208	Uncharacterized protein involved in cation transport
COG3705	HisZ	1	0.894871	0.000206	ATP phosphoribosyltransferase involved in histidine biosynthesis
COG3706	PleD	9	5.402298	0.001245	Response regulator containing a CheY-like receiver domain and a GGDEF domain
COG3707	AmiR	1	0.98969	0.000228	Response regulator with putative antiterminator output domain
COG3710	CadC	2	1.614864	0.000372	DNA-binding winged-HTH domains
COG3712	FecR	1	0.993788	0.000229	Fe2+-dicitrate sensor, membrane component
COG3717	KduI	1	1	0.00023	5-keto 4-deoxyuronate isomerase
COG3719	Rna	1	0.911646	0.00021	Ribonuclease I
COG3729	GsiB	2	1.452054	0.000334	General stress protein
COG3734	DgoK	1	0.892156	0.000205	2-keto-3-deoxy-galactonokinase
COG3737	COG3737	1	0.897637	0.000206	Uncharacterized conserved protein
COG3741	HutG	4	3.830882	0.000882	N-formylglutamate amidohydrolase
COG3745	CpaB	1	0.637681	0.000146	Flp pilus assembly protein CpaB
COG3748	COG3748	1	0.987714	0.000227	Predicted membrane protein
COG3749	COG3749	1	0.964071	0.000222	Uncharacterized protein conserved in bacteria
COG3750	COG3750	2	1.811764	0.000417	Uncharacterized protein conserved in bacteria
COG3754	RgpF	2	0.964705	0.000222	Lipopolysaccharide biosynthesis protein
COG3755	COG3755	1	0.952755	0.000219	Uncharacterized protein conserved in bacteria
COG3758	COG3758	1	0.943005	0.000217	Uncharacterized protein conserved in bacteria
COG3760	COG3760	1	0.993902	0.000229	Uncharacterized conserved protein
COG3761	COG3761	1	0.881355	0.000203	NADH:ubiquinone oxidoreductase 17.2 kD subunit
COG3766	COG3766	1	1	0.00023	Predicted membrane protein
COG3768	COG3768	1	0.857142	0.000197	Predicted membrane protein
COG3770	MepA	1	0.852112	0.000196	Murein endopeptidase
COG3772	COG3772	1	0.93421	0.000215	Phage-related lysozyme (muraminidase)
COG3773	SleB	1	0.538152	0.000124	Cell wall hydrolyses involved in spore germination
COG3774	OCH1	1	0.181556	4.1e-05	Mannosyltransferase OCH1 and related enzymes
COG3777	COG3777	1	0.978021	0.000225	Uncharacterized conserved protein
COG3778	COG3778	1	0.946808	0.000218	Uncharacterized protein conserved in bacteria
COG3784	COG3784	1	0.770642	0.000177	Uncharacterized protein conserved in bacteria
COG3786	COG3786	1	0.760368	0.000175	Uncharacterized protein conserved in bacteria
COG3791	COG3791	3	2.87218	0.000661	Uncharacterized conserved protein
COG3793	TerB	1	0.784722	0.00018	Tellurite resistance protein
COG3794	PetE	1	0.734375	0.000169	Plastocyanin
COG3800	COG3800	2	1.987951	0.000458	Predicted transcriptional regulator
COG3803	COG3803	1	0.945054	0.000217	Uncharacterized protein conserved in bacteria
COG3806	ChrR	2	1.953703	0.00045	Transcriptional activator
COG3807	COG3807	1	0.842105	0.000194	Uncharacterized protein conserved in bacteria
COG3808	OVP1	1	0.998577	0.00023	Inorganic pyrophosphatase
COG3813	COG3813	1	0.964285	0.000222	Uncharacterized protein conserved in bacteria
COG3814	COG3814	1	0.936305	0.000215	Uncharacterized protein conserved in bacteria
COG3816	COG3816	1	0.751219	0.000173	Uncharacterized protein conserved in bacteria
COG3820	COG3820	1	0.865217	0.000199	Uncharacterized protein conserved in bacteria
COG3821	COG3821	1	0.948717	0.000218	Predicted membrane protein
COG3824	COG3824	1	0.889705	0.000205	Predicted Zn-dependent protease
COG3825	COG3825	1	0.997455	0.000229	Uncharacterized protein conserved in bacteria
COG3827	COG3827	1	0.307359	7e-05	Uncharacterized protein conserved in bacteria
COG3829	RocR	1	0.805357	0.000185	Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains
COG3832	COG3832	1	0.95302	0.000219	Uncharacterized conserved protein
COG3837	COG3837	1	0.944099	0.000217	Uncharacterized conserved protein, contains double-stranded beta-helix domain
COG3839	MalK	6	5.937869	0.001368	ABC-type sugar transport systems, ATPase components
COG3842	PotA	10	9.894886	0.00228	ABC-type spermidine/putrescine transport systems, ATPase components
COG3845	COG3845	3	2.992015	0.000689	ABC-type uncharacterized transport systems, ATPase components
COG3847	Flp	1	0.793103	0.000182	Flp pilus assembly protein, pilin Flp
COG3850	NarQ	2	0.249128	5.7e-05	Signal transduction histidine kinase, nitrate/nitrite-specific
COG3852	NtrB	1	0.966942	0.000222	Signal transduction histidine kinase, nitrogen specific
COG3858	COG3858	1	0.1513	3.4e-05	Predicted glycosyl hydrolase
COG3861	COG3861	2	1.184615	0.000273	Uncharacterized protein conserved in bacteria
COG3865	COG3865	1	1	0.00023	Uncharacterized protein conserved in bacteria
COG3871	COG3871	1	0.917241	0.000211	Uncharacterized stress protein (general stress protein 26)
COG3893	COG3893	1	0.987087	0.000227	Inactivated superfamily I helicase
COG3897	COG3897	1	0.963302	0.000222	Predicted methyltransferase
COG3898	COG3898	1	0.890772	0.000205	Uncharacterized membrane-bound protein
COG3899	COG3899	1	0.679623	0.000156	Predicted ATPase
COG3900	COG3900	1	0.824427	0.00019	Predicted periplasmic protein
COG3903	COG3903	2	1.574879	0.000362	Predicted ATPase
COG3909	COG3909	1	0.605442	0.000139	Cytochrome c556
COG3911	COG3911	1	0.967213	0.000222	Predicted ATPase
COG3913	SciT	1	0.92511	0.000213	Uncharacterized protein conserved in bacteria
COG3914	Spy	15	10.119354	0.002332	Predicted O-linked N-acetylglucosamine transferase, SPINDLY family
COG3915	COG3915	1	0.832258	0.000191	Uncharacterized protein conserved in bacteria
COG3917	NahD	1	0.975369	0.000224	2-hydroxychromene-2-carboxylate isomerase
COG3918	COG3918	1	0.980392	0.000225	Predicted membrane protein
COG3919	COG3919	1	0.867469	0.000199	Predicted ATP-grasp enzyme
COG3920	COG3920	6	5.669683	0.001306	Signal transduction histidine kinase
COG3921	COG3921	1	0.693333	0.000159	Uncharacterized protein conserved in bacteria
COG3931	COG3931	1	0.946768	0.000218	Predicted N-formylglutamate amidohydrolase
COG3932	COG3932	3	2.784688	0.000641	Uncharacterized ABC-type transport system, permease components
COG3951	COG3951	2	0.957831	0.00022	Rod binding protein
COG3952	COG3952	1	0.752212	0.000173	Predicted membrane protein
COG3956	COG3956	1	0.520491	0.000119	Protein containing tetrapyrrole methyltransferase domain and MazG-like (predicted pyrophosphatase) domain
COG3960	COG3960	1	0.986486	0.000227	Glyoxylate carboligase
COG3961	COG3961	1	0.956912	0.00022	Pyruvate decarboxylase and related thiamine pyrophosphate-requiring enzymes
COG3963	COG3963	1	0.943298	0.000217	Phospholipid N-methyltransferase
COG3964	COG3964	1	0.948186	0.000218	Predicted amidohydrolase
COG3965	COG3965	1	0.955414	0.00022	Predicted Co/Zn/Cd cation transporters
COG3970	COG3970	1	1	0.00023	Fumarylacetoacetate (FAA) hydrolase family protein
COG3971	COG3971	1	0.98106	0.000226	2-keto-4-pentenoate hydratase
COG3980	spsG	1	0.996855	0.000229	Spore coat polysaccharide biosynthesis protein, predicted glycosyltransferase
COG4076	COG4076	1	0.809523	0.000186	Predicted RNA methylase
COG4091	COG4091	1	0.219178	5e-05	Predicted homoserine dehydrogenase
COG4093	COG4093	1	0.914201	0.00021	Uncharacterized protein conserved in bacteria
COG4094	COG4094	2	1.863013	0.000429	Predicted membrane protein
COG4096	HsdR	1	0.972571	0.000224	Type I site-specific restriction-modification system, R (restriction) subunit and related helicases
COG4097	COG4097	1	0.986301	0.000227	Predicted ferric reductase
COG4103	COG4103	1	0.695945	0.00016	Uncharacterized protein conserved in bacteria
COG4105	ComL	1	0.925196	0.000213	DNA uptake lipoprotein
COG4106	Tam	1	0.992217	0.000228	Trans-aconitate methyltransferase
COG4108	PrfC	1	0.998106	0.00023	Peptide chain release factor RF-3
COG4111	COG4111	1	0.95031	0.000219	Uncharacterized conserved protein
COG4113	COG4113	1	0.947761	0.000218	Predicted nucleic acid-binding protein, contains PIN domain
COG4120	COG4120	1	1	0.00023	ABC-type uncharacterized transport system, permease component
COG4122	COG4122	2	1.840182	0.000424	Predicted O-methyltransferase
COG4123	COG4123	1	0.967741	0.000223	Predicted O-methyltransferase
COG4124	ManB	1	0.216901	4.9e-05	Beta-mannanase
COG4126	COG4126	1	1	0.00023	Hydantoin racemase
COG4133	CcmA	1	0.937799	0.000216	ABC-type transport system involved in cytochrome c biogenesis, ATPase component
COG4137	COG4137	1	0.532075	0.000122	ABC-type uncharacterized transport system, permease component
COG4147	DhlC	3	2.986767	0.000688	Predicted symporter
COG4148	ModC	1	0.997159	0.000229	ABC-type molybdate transport system, ATPase component
COG4149	ModC	1	0.986666	0.000227	ABC-type molybdate transport system, permease component
COG4160	ArtM	1	1	0.00023	ABC-type arginine/histidine transport system, permease component
COG4166	OppA	4	3.829181	0.000882	ABC-type oligopeptide transport system, periplasmic component
COG4172	COG4172	1	0.97191	0.000224	ABC-type uncharacterized transport system, duplicated ATPase component
COG4174	COG4174	1	1	0.00023	ABC-type uncharacterized transport system, permease component
COG4175	ProV	1	0.994818	0.000229	ABC-type proline/glycine betaine transport system, ATPase component
COG4176	ProW	1	0.951724	0.000219	ABC-type proline/glycine betaine transport system, permease component
COG4177	LivM	16	15.085987	0.003477	ABC-type branched-chain amino acid transport system, permease component
COG4178	COG4178	2	1.518211	0.000349	ABC-type uncharacterized transport system, permease and ATPase components
COG4181	COG4181	1	0.986842	0.000227	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component
COG4186	COG4186	1	0.913978	0.00021	Predicted phosphoesterase or phosphohydrolase
COG4188	COG4188	2	1.778082	0.000409	Predicted dienelactone hydrolase
COG4191	COG4191	14	6.757877	0.001557	Signal transduction histidine kinase regulating C4-dicarboxylate transport system
COG4196	COG4196	1	0.993811	0.000229	Uncharacterized protein conserved in bacteria
COG4206	BtuB	1	0.990131	0.000228	Outer membrane cobalamin receptor protein
COG4208	CysW	1	0.968641	0.000223	ABC-type sulfate transport system, permease component
COG4213	XylF	1	0.988269	0.000227	ABC-type xylose transport system, periplasmic component
COG4214	XylH	1	0.989847	0.000228	ABC-type xylose transport system, permease component
COG4215	ArtQ	1	1	0.00023	ABC-type arginine transport system, permease component
COG4221	COG4221	6	5.150406	0.001187	Short-chain alcohol dehydrogenase of unknown specificity
COG4222	COG4222	1	0.974424	0.000224	Uncharacterized protein conserved in bacteria
COG4223	COG4223	1	0.516587	0.000119	Uncharacterized protein conserved in bacteria
COG4226	HicB	1	0.936936	0.000215	Predicted nuclease of the RNAse H fold, HicB family
COG4230	COG4230	1	0.993498	0.000228	Delta 1-pyrroline-5-carboxylate dehydrogenase
COG4231	COG4231	1	0.985937	0.000227	Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits
COG4232	COG4232	1	0.697715	0.00016	Thiol:disulfide interchange protein
COG4233	COG4233	1	0.974358	0.000224	Uncharacterized protein predicted to be involved in C-type cytochrome biogenesis
COG4235	COG4235	3	2.118466	0.000488	Cytochrome c biogenesis factor
COG4237	HyfE	1	0.972477	0.000224	Hydrogenase 4 membrane component (E)
COG4239	COG4239	1	0.991202	0.000228	ABC-type uncharacterized transport system, permease component
COG4244	COG4244	1	0.8125	0.000187	Predicted membrane protein
COG4246	COG4246	1	0.829411	0.000191	Uncharacterized protein conserved in bacteria
COG4249	COG4249	3	1.823684	0.00042	Uncharacterized protein containing caspase domain
COG4251	COG4251	2	1.926666	0.000444	Bacteriophytochrome (light-regulated signal transduction histidine kinase)
COG4252	COG4252	1	0.74	0.00017	Predicted transmembrane sensor domain
COG4258	COG4258	1	0.960659	0.000221	Predicted exporter
COG4261	COG4261	1	0.977346	0.000225	Predicted acyltransferase
COG4277	COG4277	1	0.995049	0.000229	Predicted DNA-binding protein with the Helix-hairpin-helix motif
COG4278	COG4278	2	0.513011	0.000118	Uncharacterized conserved protein
COG4301	COG4301	1	0.959501	0.000221	Uncharacterized conserved protein
COG4315	COG4315	1	0.760869	0.000175	Uncharacterized protein conserved in bacteria
COG4317	COG4317	1	0.784946	0.00018	Uncharacterized protein conserved in bacteria
COG4321	COG4321	7	4.333333	0.000998	Uncharacterized protein related to arylsulfate sulfotransferase involved in siderophore biosynthesis
COG4325	COG4325	1	0.933189	0.000215	Predicted membrane protein
COG4327	COG4327	1	0.80198	0.000184	Predicted membrane protein
COG4329	COG4329	1	0.76875	0.000177	Predicted membrane protein
COG4335	COG4335	1	0.72455	0.000166	DNA alkylation repair enzyme
COG4336	COG4336	1	0.954716	0.00022	Uncharacterized conserved protein
COG4386	COG4386	1	0.184804	4.2e-05	Mu-like prophage tail sheath protein gpL
COG4391	COG4391	1	0.741935	0.000171	Uncharacterized protein conserved in bacteria
COG4392	COG4392	1	0.878504	0.000202	Predicted membrane protein
COG4395	COG4395	2	1.83274	0.000422	Uncharacterized protein conserved in bacteria
COG4398	COG4398	1	0.876606	0.000202	Uncharacterized protein conserved in bacteria
COG4409	NanH	1	0.217032	5e-05	Neuraminidase (sialidase)
COG4421	COG4421	2	1.372282	0.000316	Capsular polysaccharide biosynthesis protein
COG4448	AnsA	1	0.964601	0.000222	L-asparaginase II
COG4452	CreD	1	0.909706	0.000209	Inner membrane protein involved in colicin E2 resistance
COG4454	COG4454	1	0.968354	0.000223	Uncharacterized copper-binding protein
COG4457	SrfB	1	0.996055	0.000229	Uncharacterized protein conserved in bacteria, putative virulence factor
COG4458	SrfC	1	1	0.00023	Uncharacterized protein conserved in bacteria, putative virulence factor
COG4459	NapE	2	1.354838	0.000312	Periplasmic nitrate reductase system, NapE component
COG4461	LprI	2	1.351351	0.000311	Uncharacterized protein conserved in bacteria, putative lipoprotein
COG4520	LipA	4	3.397058	0.000782	Surface antigen
COG4529	COG4529	2	1.951476	0.000449	Uncharacterized protein conserved in bacteria
COG4530	COG4530	1	0.341085	7.8e-05	Uncharacterized protein conserved in bacteria
COG4531	ZnuA	1	0.911949	0.00021	ABC-type Zn2+ transport system, periplasmic component/surface adhesin
COG4544	COG4544	1	0.961538	0.000221	Uncharacterized conserved protein
COG4547	CobT	1	0.980645	0.000226	Cobalamin biosynthesis protein CobT (nicotinate-mononucleotide:5, 6-dimethylbenzimidazole phosphoribosyltransferase)
COG4548	NorD	1	1	0.00023	Nitric oxide reductase activation protein
COG4549	COG4549	1	0.865168	0.000199	Uncharacterized protein conserved in bacteria
COG4552	Eis	1	0.92802	0.000213	Predicted acetyltransferase involved in intracellular survival and related acetyltransferases
COG4553	DepA	1	0.983132	0.000226	Poly-beta-hydroxyalkanoate depolymerase
COG4564	COG4564	6	1.673202	0.000385	Signal transduction histidine kinase
COG4565	CitB	2	0.977678	0.000225	Response regulator of citrate/malate metabolism
COG4566	TtrR	6	5.495049	0.001266	Response regulator
COG4567	COG4567	3	2.818681	0.000649	Response regulator consisting of a CheY-like receiver domain and a Fis-type HTH domain
COG4572	ChaB	1	0.986842	0.000227	Putative cation transport regulator
COG4581	COG4581	1	0.082612	1.9e-05	Superfamily II RNA helicase
COG4584	COG4584	4	3.233812	0.000745	Transposase and inactivated derivatives
COG4591	LolE	1	1	0.00023	ABC-type transport system, involved in lipoprotein release, permease component
COG4597	BatB	1	1	0.00023	ABC-type amino acid transport system, permease component
COG4598	HisP	1	0.992187	0.000228	ABC-type histidine transport system, ATPase component
COG4603	COG4603	3	2.780898	0.00064	ABC-type uncharacterized transport system, permease component
COG4604	CeuD	1	0.996031	0.000229	ABC-type enterochelin transport system, ATPase component
COG4605	CeuC	1	0.968354	0.000223	ABC-type enterochelin transport system, permease component
COG4606	CeuB	1	1	0.00023	ABC-type enterochelin transport system, permease component
COG4607	CeuA	1	0.88125	0.000203	ABC-type enterochelin transport system, periplasmic component
COG4608	AppF	3	2.906716	0.000669	ABC-type oligopeptide transport system, ATPase component
COG4615	PvdE	4	3.710622	0.000855	ABC-type siderophore export system, fused ATPase and permease components
COG4618	ArpD	3	2.827586	0.000651	ABC-type protease/lipase transport system, ATPase and permease components
COG4625	COG4625	2	1.551126	0.000357	Uncharacterized protein with a C-terminal OMP (outer membrane protein) domain
COG4627	COG4627	1	0.816216	0.000188	Uncharacterized protein conserved in bacteria
COG4630	XdhA	1	0.971602	0.000223	Xanthine dehydrogenase, iron-sulfur cluster and FAD-binding subunit A
COG4631	XdhB	1	0.983354	0.000226	Xanthine dehydrogenase, molybdopterin-binding subunit B
COG4636	Uma2	1	0.99	0.000228	Endonuclease, Uma2 family (restriction endonuclease fold)
COG4638	HcaE	1	0.953678	0.000219	Phenylpropionate dioxygenase and related ring-hydroxylating dioxygenases, large terminal subunit
COG4641	COG4641	2	1.158176	0.000266	Uncharacterized protein conserved in bacteria
COG4642	COG4642	2	1.496402	0.000344	Uncharacterized protein conserved in bacteria
COG4645	COG4645	3	2.643902	0.000609	Uncharacterized protein conserved in bacteria
COG4648	COG4648	1	0.781094	0.00018	Predicted membrane protein
COG4649	COG4649	1	0.932126	0.000214	Uncharacterized protein conserved in bacteria
COG4651	RosB	1	0.990196	0.000228	Kef-type K+ transport system, predicted NAD-binding component
COG4662	TupA	1	0.977973	0.000225	ABC-type tungstate transport system, periplasmic component
COG4663	FcbT1	6	5.867768	0.001352	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component
COG4664	FcbT3	3	2.948545	0.000679	TRAP-type mannitol/chloroaromatic compound transport system, large permease component
COG4665	FcbT2	3	2.774725	0.000639	TRAP-type mannitol/chloroaromatic compound transport system, small permease component
COG4666	COG4666	2	1.959501	0.000451	TRAP-type uncharacterized transport system, fused permease components
COG4668	MtlA	2	1.929577	0.000444	Mannitol/fructose-specific phosphotransferase system, IIA domain
COG4671	COG4671	2	1.8025	0.000415	Predicted glycosyl transferase
COG4674	COG4674	1	0.987951	0.000227	Uncharacterized ABC-type transport system, ATPase component
COG4675	MdpB	4	3.035294	0.000699	Microcystin-dependent protein
COG4679	COG4679	1	0.870689	0.0002	Phage-related protein
COG4704	COG4704	2	1.622516	0.000373	Uncharacterized protein conserved in bacteria
COG4706	COG4706	1	0.900621	0.000207	Predicted 3-hydroxylacyl-(acyl carrier protein) dehydratase
COG4711	COG4711	1	0.995391	0.000229	Predicted membrane protein
COG4713	COG4713	1	0.82822	0.00019	Predicted membrane protein
COG4715	COG4715	1	0.134582	3.1e-05	Uncharacterized conserved protein
COG4729	COG4729	1	0.737179	0.000169	Uncharacterized conserved protein
COG4736	CcoQ	1	0.883333	0.000203	Cbb3-type cytochrome oxidase, subunit 3
COG4744	COG4744	1	0.867768	0.0002	Uncharacterized conserved protein
COG4754	COG4754	1	0.942675	0.000217	Uncharacterized conserved protein
COG4765	COG4765	1	0.658536	0.000151	Uncharacterized protein conserved in bacteria
COG4770	COG4770	4	2.413953	0.000556	Acetyl/propionyl-CoA carboxylase, alpha subunit
COG4771	FepA	1	0.947067	0.000218	Outer membrane receptor for ferrienterochelin and colicins
COG4774	Fiu	1	0.918666	0.000211	Outer membrane receptor for monomeric catechols
COG4775	COG4775	1	0.994778	0.000229	Outer membrane protein/protective antigen OMA87
COG4783	COG4783	7	2.706611	0.000623	Putative Zn-dependent protease, contains TPR repeats
COG4784	COG4784	1	0.906054	0.000208	Putative Zn-dependent protease
COG4786	FlgG	4	3.984905	0.000918	Flagellar basal body rod protein
COG4799	COG4799	2	1.980988	0.000456	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)
COG4857	COG4857	1	0.541666	0.000124	Predicted kinase
COG4870	COG4870	1	0.137096	3.1e-05	Cysteine protease
COG4881	COG4881	1	0.824797	0.00019	Predicted membrane protein
COG4928	COG4928	1	0.721362	0.000166	Predicted P-loop ATPase
COG4942	COG4942	1	0.935714	0.000215	Membrane-bound metallopeptidase
COG4948	COG4948	3	2.309139	0.000532	L-alanine-DL-glutamate epimerase and related enzymes of enolase superfamily
COG4949	COG4949	1	0.959905	0.000221	Uncharacterized membrane-anchored protein conserved in bacteria
COG4957	COG4957	4	3.689189	0.00085	Predicted transcriptional regulator
COG4959	TraF	1	0.491329	0.000113	Type IV secretory pathway, protease TraF
COG4960	CpaA	1	0.809523	0.000186	Flp pilus assembly protein, protease CpaA
COG4961	TadG	1	0.897297	0.000206	Flp pilus assembly protein TadG
COG4962	CpaF	1	0.988732	0.000227	Flp pilus assembly protein, ATPase CpaF
COG4963	CpaE	1	0.699453	0.000161	Flp pilus assembly protein, ATPase CpaE
COG4964	CpaC	1	0.890109	0.000205	Flp pilus assembly protein, secretin CpaC
COG4965	TadB	1	0.886731	0.000204	Flp pilus assembly protein TadB
COG4973	XerC	1	0.474916	0.000109	Site-specific recombinase XerC
COG4974	XerD	8	5.53	0.001274	Site-specific recombinase XerD
COG4976	COG4976	4	2.369337	0.000546	Predicted methyltransferase (contains TPR repeat)
COG4977	COG4977	1	0.539634	0.000124	Transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain
COG4986	COG4986	1	1	0.00023	ABC-type anion transport system, duplicated permease component
COG4992	ArgD	2	1.925742	0.000443	Ornithine/acetylornithine aminotransferase
COG4993	Gcd	3	1.769728	0.000407	Glucose dehydrogenase
COG4995	COG4995	1	0.261904	6e-05	Uncharacterized protein conserved in bacteria
COG5000	NtrY	7	2.195224	0.000505	Signal transduction histidine kinase involved in nitrogen fixation and metabolism regulation
COG5001	COG5001	2	0.825037	0.00019	Predicted signal transduction protein containing a membrane domain, an EAL and a GGDEF domain
COG5002	VicK	3	1.525054	0.000351	Signal transduction histidine kinase
COG5009	MrcA	1	0.95734	0.00022	Membrane carboxypeptidase/penicillin-binding protein
COG5010	TadD	8	3.898832	0.000898	Flp pilus assembly protein TadD, contains TPR repeats
COG5012	COG5012	1	0.916299	0.000211	Predicted cobalamin binding protein
COG5039	COG5039	1	0.820058	0.000189	Exopolysaccharide biosynthesis protein
COG5042	NUP	1	0.968481	0.000223	Purine nucleoside permease
COG5265	ATM1	1	1	0.00023	ABC-type transport system involved in Fe-S cluster assembly, permease and ATPase components
COG5278	COG5278	1	0.908212	0.000209	Predicted periplasmic ligand-binding sensor domain
COG5285	COG5285	1	0.384615	8.8e-05	Protein involved in biosynthesis of mitomycin antibiotics/polyketide fumonisin
COG5309	COG5309	3	2.937704	0.000677	Exo-beta-1,3-glucanase
COG5310	COG5310	1	0.97713	0.000225	Homospermidine synthase
COG5317	COG5317	1	0.685714	0.000158	Uncharacterized protein conserved in bacteria
COG5319	COG5319	2	1.542253	0.000355	Uncharacterized protein conserved in bacteria
COG5321	COG5321	1	0.963414	0.000222	Uncharacterized protein conserved in bacteria
COG5328	COG5328	1	0.9875	0.000227	Uncharacterized protein conserved in bacteria
COG5330	COG5330	5	4.01923	0.000926	Uncharacterized protein conserved in bacteria
COG5336	COG5336	1	0.853448	0.000196	Uncharacterized protein conserved in bacteria
COG5338	COG5338	1	0.873931	0.000201	Uncharacterized protein conserved in bacteria
COG5342	COG5342	1	0.756906	0.000174	Invasion protein B, involved in pathogenesis
COG5349	COG5349	3	2.873015	0.000662	Uncharacterized protein conserved in bacteria
COG5350	COG5350	2	1.366279	0.000314	Predicted protein tyrosine phosphatase
COG5352	COG5352	1	0.988165	0.000227	Uncharacterized protein conserved in bacteria
COG5360	COG5360	1	0.948763	0.000218	Uncharacterized protein conserved in bacteria
COG5373	COG5373	1	0.859291	0.000198	Predicted membrane protein
